run,thisN,thisTrialN,thisRepN,scene_stimulus,scene_cat,scene_label,canonical_item,item_cat,item_type,congruency,integrated_stimulus,recalled_stimulus,key_resp_remember.keys,key_resp_context.keys,key_resp_context.corr,key_resp_context.rt,key_resp_context.duration,key_resp_context_conf.keys,key_resp_context_conf.rt,key_resp_context_conf.duration,key_resp_scenes.keys,key_resp_scenes.corr,key_resp_scenes.rt,key_resp_scenes.duration,key_resp_scene_conf.keys,key_resp_scene_conf.rt,key_resp_scene_conf.duration,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,show_rest_screen.thisRepN,show_rest_screen.thisTrialN,show_rest_screen.thisN,show_rest_screen.thisIndex,thisRow.t,notes,subs_rand_vars.started,subs_rand_vars.stopped,set_instructions.started,set_instructions.stopped,ret_inst_scr.started,text_instructions.started,key_resp_start.started,ret_inst_scr.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,ret_inst2.started,text_instructions_2.started,key_resp_start_2.started,ret_inst2.stopped,key_resp_start_2.keys,key_resp_start_2.rt,key_resp_start_2.duration,scene_names_reminder.started,text_reminder.started,image1.started,image2.started,image3.started,image4.started,textbox1.started,textbox2.started,textbox3.started,textbox4.started,key_reminder.started,scene_names_reminder.stopped,key_reminder.keys,key_reminder.rt,key_reminder.duration,blank3000_2.started,text_3.started,text_3.stopped,blank3000_2.stopped,create_runs_stim_div.started,create_runs_stim_div.stopped,set_rows.started,set_rows.stopped,item_imagine_scene.started,item_cue.started,item_imagine_scene.stopped,trials.key_resp_remember.keys,blank1000.started,blank1000.stopped,select_context.started,text_context_headline.started,text_sea.started,text_jungle.started,key_resp_context.started,select_context.stopped,trials.key_resp_context.keys,trials.key_resp_context.corr,trials.key_resp_context.rt,trials.key_resp_context.duration,blank500.started,text_blank.started,text_blank.stopped,blank500.stopped,context_confidence.started,slider_context_conf.started,key_resp_context_conf.started,text_context_choice.started,context_confidence.stopped,trials.key_resp_context_conf.keys,trials.key_resp_context_conf.rt,trials.key_resp_context_conf.duration,select_scene_name.started,text_scene_headline.started,text_actual_context.started,text_q_scene.started,text_labels.started,select_scene_name.stopped,trials.key_resp_scenes.keys,trials.key_resp_scenes.corr,trials.key_resp_scenes.rt,trials.key_resp_scenes.duration,scene_confidence.started,text_chosen_scene.started,slider_scene_conf.started,key_resp_scene_conf.started,scene_confidence.stopped,trials.key_resp_scene_conf.keys,trials.key_resp_scene_conf.rt,trials.key_resp_scene_conf.duration,blank3000.started,blank3000.stopped,is_last.started,is_last.stopped,rest_between_runs.started,text_run_rest.started,key_resp_run_rest.started,rest_between_runs.stopped,show_rest_screen.key_resp_run_rest.keys,show_rest_screen.key_resp_run_rest.rt,show_rest_screen.key_resp_run_rest.duration,text_context_headline.stopped,text_sea.stopped,text_jungle.stopped,key_resp_context.stopped,slider_context_conf.stopped,key_resp_context_conf.stopped,text_context_choice.stopped,text_scene_headline.stopped,text_actual_context.stopped,text_q_scene.stopped,text_labels.stopped,text_chosen_scene.stopped,slider_scene_conf.stopped,key_resp_scene_conf.stopped,item_cue.stopped,participant,session,delay,group,mode,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,3,3,0,stimuli/scenes/JB_1.jpg,Jungle,Negvi,stimuli/items/undersea_object_17.png,Undersea,object,si,stimuli/integrated/jungle_b_undersea_object_17.jpg,stimuli/recalled/recalled_jungle_b_undersea_object_17.jpg,None,1,1,0.6519437920069322,None,3,1.2071494170231745,None,1,1,1.0585829159244895,None,2,0.8791709580691531,None,0,0,0,0,0,3,3,3,,,,,52.9819609579863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.977330582914874,52.9819609579863,56.95587529090699,None,60.324358915910125,61.317504332982935,57.952097790897824,57.95854029094335,57.95854029094335,57.95854029094335,0.0009431249927729368,58.60693716595415,1,1,0.6519437920069322,None,62.38530920795165,62.389700957923196,62.88438583293464,62.87419249990489,59.104252124903724,59.11415666597895,59.11415666597895,59.18338208296336,60.324316249927506,3,1.2071494170231745,None,61.31787616596557,61.324025540961884,61.324025540961884,61.324025540961884,61.324025540961884,62.38524587498978,1,1,1.0585829159244895,None,62.875128874904476,62.88438583293464,62.88438583293464,62.88438583293464,63.76755554089323,2,0.8791709580691531,None,63.76760162494611,66.7563508329913,,,,,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_13h34.57.709,SBL_retrieval_MEG,,2025.2.4,None,2026-05-27 13h34.58.190618 -0400,
0,4,4,0,stimuli/scenes/JB_1.jpg,Jungle,Negvi,stimuli/items/undersea_object_2.png,Undersea,object,si,stimuli/integrated/jungle_b_undersea_object_2.jpg,stimuli/recalled/recalled_jungle_b_undersea_object_2.jpg,None,1,1,0.5862990830792114,None,3,0.41631587489973754,None,2,0,0.7985601669643074,None,1,0.45865220890846103,None,0,0,0,0,0,4,4,4,,,,,68.64637058298104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.63694104098249,68.64637058298104,70.77257499995176,None,73.28422270796727,74.27333599992562,71.76845033292193,71.77436737495009,71.77436737495009,71.77436737495009,0.0008941660635173321,72.35709449998103,1,1,0.5862990830792114,None,75.08469941595104,75.08987170795444,75.59579466597643,75.58426591590978,72.85175308294129,72.86106895795092,72.86106895795092,72.93317449989263,73.28418058296666,3,0.41631587489973754,None,74.27371170790866,74.28418054094072,74.28418054094072,74.28418054094072,74.28418054094072,75.08464245789219,2,0,0.7985601669643074,None,75.58713745791465,75.59579466597643,75.59579466597643,75.59579466597643,76.05688041599933,1,0.45865220890846103,None,76.05692441598512,79.05059591599274,,,,,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_13h34.57.709,SBL_retrieval_MEG,,2025.2.4,None,2026-05-27 13h34.58.190618 -0400,
0,5,5,0,stimuli/scenes/UA_1.jpg,Undersea,Tulon,stimuli/items/jungle_object_11.png,Jungle,object,si,stimuli/integrated/ocean_a_jungle_object_11.jpg,stimuli/recalled/recalled_ocean_a_jungle_object_11.jpg,None,1,0,0.3649401660077274,None,1,1.3885635829064995,None,1,0,0.7715160420630127,None,2,0.7963467499939725,None,0,0,0,0,0,5,5,5,,,,,79.08918783289846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.08386441599578,79.08918783289846,83.06768491596449,None,86.3174372909125,87.30768270790577,84.05730537499767,84.06739937490784,84.06739937490784,84.06739937490784,0.00041245901957154274,84.42384162498638,1,0,0.3649401660077274,None,88.09116987499874,88.09975204092916,88.59391395794228,88.58397308294661,84.91816316591576,84.92619049991481,84.92619049991481,84.99973566597328,86.31739487498999,1,1.3885635829064995,None,87.31122899998445,87.31668987497687,87.31668987497687,87.31668987497687,87.31668987497687,88.0911112499889,1,0,0.7715160420630127,None,88.58611416595522,88.59391395794228,88.59391395794228,88.59391395794228,89.40075287490617,2,0.7963467499939725,None,89.40079883299768,92.38929762493353,,,,,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_13h34.57.709,SBL_retrieval_MEG,,2025.2.4,None,2026-05-27 13h34.58.190618 -0400,
0,6,6,0,stimuli/scenes/UA_1.jpg,Undersea,Tulon,stimuli/items/jungle_animal_17.png,Jungle,animal,si,stimuli/integrated/ocean_a_jungle_animal_17.jpg,stimuli/recalled/recalled_ocean_a_jungle_animal_17.jpg,None,2,1,1.17040037503466,None,3,0.7785477499710396,None,2,1,1.3233370420057327,None,1,0.8641540000680834,None,0,0,0,0,0,6,6,6,,,,,93.43610695796087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.43068962497637,93.43610695796087,96.40606049995404,None,99.86750524991658,100.85671912494581,97.40191066591069,97.40752045798581,97.40752045798581,97.40752045798581,0.001155249890871346,98.57534670794848,2,1,1.17040037503466,None,102.19134758296423,102.19957583292853,102.69798666599672,102.6841780829709,99.07143408292904,99.08095441595651,99.08095441595651,99.14974574989174,99.86744658299722,3,0.7785477499710396,None,100.85718099994119,100.86683020798955,100.86683020798955,100.86683020798955,100.86683020798955,102.19128237490077,2,1,1.3233370420057327,None,102.68761308293324,102.69798666599672,102.69798666599672,102.69798666599672,103.56717645796016,1,0.8641540000680834,None,103.56722174992319,106.55612224992365,,,,,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_13h34.57.709,SBL_retrieval_MEG,,2025.2.4,None,2026-05-27 13h34.58.190618 -0400,
0,7,7,0,stimuli/scenes/UB_1.jpg,Undersea,Somar,stimuli/items/jungle_animal_1.png,Jungle,animal,si,stimuli/integrated/ocean_b_jungle_animal_1.jpg,stimuli/recalled/recalled_ocean_b_jungle_animal_1.jpg,None,2,0,0.5881195419933647,None,2,0.7613364999415353,None,1,1,1.0647289999760687,None,1,0.6244808749761432,None,0,0,0,0,0,7,7,7,,,,,106.60311620798893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.59821454097982,106.60311620798893,110.57208441593684,None,113.43991574994288,114.43398479092866,111.56793433299754,111.57375512493309,111.57375512493309,111.57375512493309,0.0007463329238817096,112.16757900000084,2,0,0.5881195419933647,None,115.50610637490172,115.51748233300168,116.01360183290672,116.00062270800117,112.66806924995035,112.675994833,112.675994833,112.73964141588658,113.43987587490119,2,0.7613364999415353,None,114.43437683291268,114.44011479092296,114.44011479092296,114.44011479092296,114.44011479092296,115.50603654095903,1,1,1.0647289999760687,None,116.00367954093963,116.01360183290672,116.01360183290672,116.01360183290672,116.63993158296216,1,0.6244808749761432,None,116.63997820799705,119.63417633296922,,,,,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_13h34.57.709,SBL_retrieval_MEG,,2025.2.4,None,2026-05-27 13h34.58.190618 -0400,
0,8,8,0,stimuli/scenes/UB_1.jpg,Undersea,Somar,stimuli/items/undersea_animal_10.png,Undersea,animal,sc,stimuli/integrated/ocean_b_undersea_animal_10.jpg,stimuli/recalled/recalled_ocean_b_undersea_animal_10.jpg,None,2,0,0.8807388750137761,None,2,0.6555144580779597,None,2,0,1.1723413340514526,None,2,1.1636804169975221,None,0,0,0,0,0,8,8,8,,,,,119.679825374973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.67484766594134,119.679825374973,123.6504965829663,None,126.68375741597265,127.67186491598841,124.64040408295114,124.65004891599528,124.65004891599528,124.65004891599528,0.00045858300291001797,125.524357499904,2,0,0.8807388750137761,None,128.85690008290112,128.86671649990603,129.3636744999094,129.3506425829837,126.01818774989806,126.02622133295517,126.02622133295517,126.09944491588976,126.68371562496759,2,0.6555144580779597,None,127.6723502499517,127.6833294579992,127.6833294579992,127.6833294579992,127.6833294579992,128.85683945799246,2,0,1.1723413340514526,None,129.35364362492692,129.3636744999094,129.3636744999094,129.3636744999094,130.5337175829336,2,1.1636804169975221,None,130.53376091597602,133.52281079092063,,,,,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_13h34.57.709,SBL_retrieval_MEG,,2025.2.4,None,2026-05-27 13h34.58.190618 -0400,
0,9,9,0,stimuli/scenes/UB_1.jpg,Undersea,Somar,stimuli/items/jungle_object_14.png,Jungle,object,si,stimuli/integrated/ocean_b_jungle_object_14.jpg,stimuli/recalled/recalled_ocean_b_jungle_object_14.jpg,None,2,0,0.7805268330266699,None,3,0.31237349996808916,None,2,0,1.2044984999811277,None,2,0.8491473749745637,None,0,0,0,0,0,9,9,9,,,,,134.76017737493385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.7492123749107,134.76017737493385,137.53875791595783,None,140.1503705829382,141.13862054096535,138.53419879090507,138.53932916594204,138.53932916594204,138.53932916594204,0.0004704170860350132,139.31771254097112,2,0,0.7805268330266699,None,142.3582349999342,142.36610970797483,142.86430099990685,142.84971458290238,139.80832266598009,139.8337017078884,139.8337017078884,139.89054395793937,140.15032383298967,3,0.31237349996808916,None,141.1391986659728,141.15040529100224,141.15040529100224,141.15040529100224,141.15040529100224,142.35799395793583,2,0,1.2044984999811277,None,142.85377649997827,142.86430099990685,142.86430099990685,142.86430099990685,143.71690295799635,2,0.8491473749745637,None,143.71695733291563,146.70551704091486,,,,,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_13h34.57.709,SBL_retrieval_MEG,,2025.2.4,None,2026-05-27 13h34.58.190618 -0400,
0,10,10,0,stimuli/scenes/UB_1.jpg,Undersea,Somar,stimuli/items/undersea_animal_5.png,Undersea,animal,sc,stimuli/integrated/ocean_b_undersea_animal_5.jpg,stimuli/recalled/recalled_ocean_b_undersea_animal_5.jpg,None,2,0,0.4158915829611942,None,3,0.2931754579767585,None,2,0,0.904973000055179,None,2,0.8313135000644252,None,0,0,0,0,0,10,10,10,,,,,147.75765408296138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.75152587494813,147.75765408296138,150.71702020789962,None,152.9506117909914,153.93987129093148,151.707646332914,151.71669912489597,151.71669912489597,151.71669912489597,-0.000212125014513731,152.14174316590652,2,0,0.4158915829611942,None,154.85680941597093,154.865968124941,155.3592287079664,155.34999220794998,152.63513558299746,152.6470551659586,152.6470551659586,152.716037999955,152.95056766597554,3,0.2931754579767585,None,153.9403214158956,153.95024716597982,153.95024716597982,153.95024716597982,153.95024716597982,154.85673141595908,2,0,0.904973000055179,None,155.35102041589562,155.3592287079664,155.3592287079664,155.3592287079664,156.20019087498076,2,0.8313135000644252,None,156.20025137497578,159.18916362489108,,,,,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_13h34.57.709,SBL_retrieval_MEG,,2025.2.4,None,2026-05-27 13h34.58.190618 -0400,
0,11,11,0,stimuli/scenes/UA_1.jpg,Undersea,Tulon,stimuli/items/undersea_animal_2.png,Undersea,animal,sc,stimuli/integrated/ocean_a_undersea_animal_2.jpg,stimuli/recalled/recalled_ocean_a_undersea_animal_2.jpg,None,2,1,0.410878041991964,None,2,0.696097792009823,None,2,1,1.0720065420027822,None,1,1.112044292036444,None,0,0,0,0,0,11,11,11,,,,,160.2875304579502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.2735079579288,160.2875304579502,163.20032729092054,None,165.81679604097735,166.8056498329388,164.18864454096183,164.20017083291896,164.20017083291896,164.20017083291896,-2.0832987502217293e-05,164.6173305409029,2,1,0.410878041991964,None,167.89003399992362,167.89948437490966,168.39259858289734,168.3831544999266,165.10732049995568,165.11562945798505,165.11562945798505,165.18897633289453,165.81675345799886,2,0.696097792009823,None,166.8060399579117,166.81635429093149,166.81635429093149,166.81635429093149,166.81635429093149,167.88997074996587,2,1,1.0720065420027822,None,168.38411687489133,168.39259858289734,168.39259858289734,168.39259858289734,169.50674295797944,1,1.112044292036444,None,169.50678724993486,172.50029966596048,,,,,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_13h34.57.709,SBL_retrieval_MEG,,2025.2.4,None,2026-05-27 13h34.58.190618 -0400,
0,12,12,0,stimuli/scenes/UB_1.jpg,Undersea,Somar,stimuli/items/undersea_object_1.png,Undersea,object,sc,stimuli/integrated/ocean_b_undersea_object_1.jpg,stimuli/recalled/recalled_ocean_b_undersea_object_1.jpg,None,1,1,0.38210362510289997,None,2,0.7214559169951826,None,2,0,0.8642930829664692,None,2,0.6428793750237674,None,0,0,0,0,0,12,12,12,,,,,174.24966829095501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.2412509159185,174.24966829095501,176.5165154999122,None,179.12377299997024,180.11714549991302,177.50612341589294,177.5163411659887,177.5163411659887,177.5163411659887,-0.0006336249643936753,177.89011779089924,1,1,0.38210362510289997,None,180.98902095796075,180.99984470789786,181.49499624990858,181.48354716598988,178.38950474990997,178.3994634579867,178.3994634579867,178.46570658299606,179.12372787494678,2,0.7214559169951826,None,180.11771120794583,180.12343041598797,180.12343041598797,180.12343041598797,180.12343041598797,180.98896087496541,2,0,0.8642930829664692,None,181.4848122909898,181.49499624990858,181.49499624990858,181.49499624990858,182.14114441594575,2,0.6428793750237674,None,182.14118829090148,185.13369662489276,,,,,,,,,,,,,,,,,,,,,,,,,330,001,,,behavioral,2026-05-27_13h34.57.709,SBL_retrieval_MEG,,2025.2.4,None,2026-05-27 13h34.58.190618 -0400,
