scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,qst_num,question,options,correct_answer,label_current,scene_left,scene_right,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,p3_vis_loop.thisRepN,p3_vis_loop.thisTrialN,p3_vis_loop.thisN,p3_vis_loop.thisIndex,key_rate_2.keys,key_rate_2.corr,key_rate_2.rt,key_rate_2.duration,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,scene_part2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,text_part2_feedback.stopped,part2_feedback.stopped,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,p3_skip_answered_questions.started,p3_skip_answered_questions.stopped,p3_blank1000.started,text.started,p3_blank1000.stopped,p3_visualize.started,text_p3_visualize.started,textbox_scene_name_2.started,p3_visualize.stopped,p3_rate.started,text_rate_2.started,key_rate_2.started,p3_rate.stopped,p3_vis_loop.key_rate_2.keys,p3_vis_loop.key_rate_2.corr,p3_vis_loop.key_rate_2.rt,p3_vis_loop.key_rate_2.duration,p3_question.started,text_question_2.started,text_option_2.started,key_question_2.started,text_5.started,key_question_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,expStart,
,,,,3,3,0,,,,,,,,JA,stimuli/TESTscenes/JA_1.jpg,stimuli/TESTscenes/JA_2.jpg,stimuli/TESTscenes/JA_3.jpg,scene_JA_lbl,space,1.91790266596945,None,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,21.437965249991976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.429281416989397,21.437965249991976,21.437965249991976,21.437965249991976,21.437965249991976,21.437965249991976,23.361606333986856,space,1.91790266596945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.362025542010088,23.37456058402313,23.37456058402313,23.811246709025,space,0.42820516595384106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.882640541996807,23.893417417013552,23.893417417013552,23.893417417013552,23.893417417013552,23.893417417013552,23.893417417013552,23.893417417013552,23.893417417013552,23.893417417013552,39.52742608397966,space,15.625550083001144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.52758412499679,39.53864795900881,39.53864795900881,40.244308417022694,space,0.7019670419977047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.32532441697549,40.337066459003836,40.337066459003836,40.337066459003836,40.337066459003836,40.337066459003836,40.337066459003836,40.337066459003836,40.337066459003836,40.337066459003836,40.86523875000421,space,0.5245865830220282,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.86531862500124,40.87430033402052,40.87430033402052,41.5949468750041,space,0.7183535410440527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,4,0,0,0,,TESTstimuli/TESTscenes/UB_2.jpg,,,,,,,,,,,,,,Somar,3,0,2.069307292054873,None,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,10,,,,,,,,,,,,,41.93372545897728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.92684462497709,41.93372545897728,42.59864837501664,42.61335775000043,42.619236709026154,42.619236709026154,44.69414245901862,3,0,2.069307292054873,None,44.69859666703269,44.70979850000003,45.71115958399605,45.692462374980096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,1,1,1,0,,TESTstimuli/TESTscenes/JA_2.jpg,,,,,,,,,,,,,,Tulon,1,1,0.22507054096786305,None,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,45.71115958399605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.706467084004544,45.71115958399605,46.69869212497724,46.69882754201535,46.70939479197841,46.70939479197841,46.94474775000708,1,1,0.22507054096786305,None,46.951028542011045,46.9611188339768,,47.9487475840142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,3,2,2,0,,TESTstimuli/TESTscenes/UA_1.jpg,,,,,,,,,,,,,,Negvi,3,1,0.29410787497181445,None,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,47.975825542001985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.97054395900341,47.975825542001985,48.94702104199678,48.94715487502981,48.95930204202887,48.95930204202887,49.26168945903191,3,1,0.29410787497181445,None,49.26201587502146,49.2727240420063,50.28593795897905,50.259398374997545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,4,3,3,0,,TESTstimuli/TESTscenes/UB_3.jpg,,,,,,,,,,,,,,Somar,4,1,1.889531790977344,None,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,11,,,,,,,,,,,,,50.28593795897905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.28107441699831,50.28593795897905,51.26505183399422,51.26520174997859,51.27569812501315,51.27569812501315,53.178282791981474,4,1,1.889531790977344,None,53.178670792025514,53.190390667004976,54.20726049999939,54.17621208401397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,1,4,4,0,,TESTstimuli/TESTscenes/JA_1.jpg,,,,,,,,,,,,,,Tulon,1,1,0.2416326249949634,None,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,54.20726049999939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.20234704198083,54.20726049999939,55.181820292025805,55.18193775002146,55.1925029589911,55.1925029589911,55.44414312503068,1,1,0.2416326249949634,None,55.44448279199423,55.455415084026754,56.46779108402552,56.44283858401468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,4,5,5,0,,TESTstimuli/TESTscenes/UB_1.jpg,,,,,,,,,,,,,,Somar,4,1,0.2990026249899529,None,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,9,,,,,,,,,,,,,56.46779108402552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.46245629200712,56.46779108402552,57.44714549998753,57.447275583981536,57.45916691701859,57.45916691701859,57.76007691700943,4,1,0.2990026249899529,None,57.760246541991364,57.7705431249924,58.787442709028255,58.759541791980155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,2,6,6,0,,TESTstimuli/TESTscenes/JB_2.jpg,,,,,,,,,,,,,,Malbow,2,1,0.23610212502535433,None,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,58.787442709028255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.78217412502272,58.787442709028255,59.76482870901236,59.76494645897765,59.77592820901191,59.77592820901191,60.01478412502911,2,1,0.23610212502535433,None,60.017853041994385,60.02855162502965,61.02580891700927,61.014067584008444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.014281084004324,61.02580891700927,61.02580891700927,61.94937837502221,space,0.9222901250468567,None,,,,,,,,,,,,,,,,,,,,,,,,,,345,001,2026-04-26_19h05.28.448,TEST_training_task,,2025.2.4,2026-04-26 19h05.29.483181 +0200,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,3,How open did the underwater space feel?,"1. Wide and open with lots of clear space between features
2. Very crowded with dense coral structures everywhere
3. Narrow and enclosed with plants surrounding the view",1,Tulon,stimuli/TESTscenes/UA_1.jpg,stimuli/TESTscenes/UA_2.jpg,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,62.015775125008076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.950130334007554,61.95022220897954,61.99947920901468,61.99954458401771,61.999567208986264,62.015775125008076,63.00927908398444,63.039826666994486,63.05142591701588,63.05142591701588,67.00897104199976,67.00900483399164,67.01339291699696,67.01339291699696,68.51028004201362,3,0,1.4887772499932908,None,68.53746904199943,68.54740004200721,68.54740004200721,0.027115416945889592,68.54740004200721,10.022166374954395,,,,,,,,
