scene_stimulus,scene_label,scene_img,correct_key,thisN,thisTrialN,thisRepN,conditionFile,scene_image,scene_name,scene_present,spaceKey.keys,spaceKey.rt,spaceKey.duration,group,Image1,Image2,Image3,scene_name_showALL,key_p1_2.keys,key_p1_2.rt,key_p1_2.duration,scene_name_p2,key_part2.keys,key_part2.corr,key_part2.rt,key_part2.duration,qst_num,question,options,correct_answer,label_current,scene_again,scene_left,scene_right,key_rate_2.keys,key_rate_2.corr,key_rate_2.rt,key_rate_2.duration,key_question_2.keys,key_question_2.corr,key_question_2.rt,key_question_2.duration,key_sceneLearn.keys,key_sceneLearn.rt,key_sceneLearn.duration,scene_label_loader.thisRepN,scene_label_loader.thisTrialN,scene_label_loader.thisN,scene_label_loader.thisIndex,groups_loop.thisRepN,groups_loop.thisTrialN,groups_loop.thisN,groups_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,groups_loop_p1_2.thisRepN,groups_loop_p1_2.thisTrialN,groups_loop_p1_2.thisN,groups_loop_p1_2.thisIndex,part2_loop.thisRepN,part2_loop.thisTrialN,part2_loop.thisN,part2_loop.thisIndex,p3_scene_loop.thisRepN,p3_scene_loop.thisTrialN,p3_scene_loop.thisN,p3_scene_loop.thisIndex,p3_vis_loop.thisRepN,p3_vis_loop.thisTrialN,p3_vis_loop.thisN,p3_vis_loop.thisIndex,skip_loop.thisRepN,skip_loop.thisTrialN,skip_loop.thisN,skip_loop.thisIndex,loop_msg.thisRepN,loop_msg.thisTrialN,loop_msg.thisN,loop_msg.thisIndex,thisRow.t,notes,instructions_overall.started,text_instructions.started,key_welcome.started,instructions_overall.stopped,key_welcome.keys,key_welcome.rt,key_welcome.duration,scene_label_2.started,scene_label_2.stopped,p1_instruction.started,txt_insturctions_p1.started,key_instructions_p1.started,p1_instruction.stopped,key_instructions_p1.keys,key_instructions_p1.rt,key_instructions_p1.duration,p1.started,trial_image.started,scene_name_part1.started,text_scenename.started,txt_memorize.started,spaceKey.started,p1.stopped,trials_loop.spaceKey.keys,trials_loop.spaceKey.rt,trials_loop.spaceKey.duration,p1_2_instructions.started,text_p1_2_instructions.started,key_p1_2_instructions.started,p1_2_instructions.stopped,key_p1_2_instructions.keys,key_p1_2_instructions.rt,key_p1_2_instructions.duration,p1_2_showALL_2.started,image_left.started,image_center.started,image_right.started,key_p1_2.started,txt_scenename_showALL.started,p1_2_showALL_2.stopped,groups_loop_p1_2.key_p1_2.keys,groups_loop_p1_2.key_p1_2.rt,groups_loop_p1_2.key_p1_2.duration,p1_3_instructions_wide.started,text_instructions_p1_3.started,key_instructions_p1_3.started,p1_3_instructions_wide.stopped,key_instructions_p1_3.keys,key_instructions_p1_3.rt,key_instructions_p1_3.duration,p1_compare.started,img1.started,img2.started,img3.started,img4.started,label1.started,label2.started,label3.started,label4.started,key_p1_compare.started,p1_compare.stopped,key_p1_compare.keys,key_p1_compare.rt,key_p1_compare.duration,p1_3_instructions_close.started,text_instructions_p1.started,key_instructions_p1_4.started,p1_3_instructions_close.stopped,key_instructions_p1_4.keys,key_instructions_p1_4.rt,key_instructions_p1_4.duration,p1_compare_2.started,img1_2.started,img2_2.started,img3_2.started,img4_2.started,label1_2.started,label2_2.started,label3_2.started,label4_2.started,key_p1_compare_2.started,p1_compare_2.stopped,key_p1_compare_2.keys,key_p1_compare_2.rt,key_p1_compare_2.duration,p2_instructions.started,text_instructions_part2.started,key_resp.started,p2_instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,p2.started,p2.stopped,part2_question.started,text_part2_question.started,key_part2.started,part2_question.stopped,part2_loop.key_part2.keys,part2_loop.key_part2.corr,part2_loop.key_part2.rt,part2_loop.key_part2.duration,part2_feedback.started,text_part2_feedback.started,text_part2_feedback.stopped,part2_feedback.stopped,scene_part2.started,part3_instructions_2.started,text_part3_instructions_2.started,key_part3_instructions_2.started,part3_instructions_2.stopped,key_part3_instructions_2.keys,key_part3_instructions_2.rt,key_part3_instructions_2.duration,p3_reset_vis_vars.started,p3_reset_vis_vars.stopped,p3_skip_answered_questions.started,p3_skip_answered_questions.stopped,p3_blank1000.started,text.started,p3_blank1000.stopped,p3_visualize.started,text_p3_visualize.started,textbox_scene_name_2.started,p3_visualize.stopped,p3_rate.started,text_rate_2.started,key_rate_2.started,p3_rate.stopped,p3_vis_loop.key_rate_2.keys,p3_vis_loop.key_rate_2.corr,p3_vis_loop.key_rate_2.rt,p3_vis_loop.key_rate_2.duration,p3_question.started,text_question_2.started,text_option_2.started,key_question_2.started,text_5.started,p3_question.stopped,p3_vis_loop.key_question_2.keys,p3_vis_loop.key_question_2.corr,p3_vis_loop.key_question_2.rt,p3_vis_loop.key_question_2.duration,p3_study_again.started,study_scene_left.started,study_scene_right.started,study_name1_2.started,key_sceneLearn.started,text_6.started,text_7.started,p3_study_again.stopped,skip_loop.key_sceneLearn.keys,skip_loop.key_sceneLearn.rt,skip_loop.key_sceneLearn.duration,text.stopped,text_p3_visualize.stopped,textbox_scene_name_2.stopped,p3_correct_msg.started,text_next_scene_2.started,p3_correct_msg.stopped,text_next_scene_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,2,How did the lighting appear overall?,"1. Dim and bluish 
2. Bright and strong rays
3. Warm and golden",1,Malbow,None,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,1.1531943330774084,None,1,1,2.5091824990231544,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,2,,,,,,,,,146.6425456670113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.62551854201593,146.62561533402186,146.63799895904958,146.6380640839925,146.63808837498073,146.6425456670113,147.63003258407116,147.6600072500296,147.66643804206979,147.66643804206979,151.63980750006158,151.6398415840231,151.64462929207366,151.64462929207366,152.80782850005198,3,0,1.1531943330774084,None,152.81986612500623,152.82787987508345,152.82787987508345,0.011966875055804849,152.82787987508345,155.34126558399294,1,1,2.5091824990231544,None,,,,,,,,,,,,147.66643804206979,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,Malbow,None,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,2,0,0.8448093740735203,None,3,0,3.1522427910240367,None,space,2.639079040964134,None,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0,0,,,,,164.47132133401465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.34583016706165,155.34594029199798,155.3459792920621,155.35497650003526,156.3405510840239,156.34157983399928,156.35274908400606,156.35274908400606,160.33982633403502,160.3398608340649,160.34503641701303,160.34503641701303,161.1909723340068,2,0,0.8448093740735203,None,161.20113495900296,161.20939116703812,161.20939116703812,0.010101374937221408,161.20939116703812,164.35795983404387,3,0,3.1522427910240367,None,164.46395354205742,164.47132133401465,164.47132133401465,164.47132133401465,164.47132133401465,164.47132133401465,164.47132133401465,167.11463399999775,space,2.639079040964134,None,156.35274908400606,160.34503641701303,160.34503641701303,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,Malbow,None,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,2,0,0.8448093740735203,None,3,0,3.1522427910240367,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,Malbow,None,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,1.096820374019444,None,3,0,5.863734249025583,None,space,1.6771972080459818,None,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0,0,,,,,179.18670979200397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.12011266697664,167.12018479197286,167.12023387500085,167.12944045907352,168.12303537502885,168.12403275002725,168.13503412506543,168.13503412506543,172.12296158401296,172.12300241703633,172.12696250004228,172.12696250004228,173.22841683402658,3,0,1.096820374019444,None,173.22853379207663,173.2387601250084,173.2387601250084,6.979203317314386e-05,173.2387601250084,179.0967289590044,3,0,5.863734249025583,None,179.17919212498236,179.18670979200397,179.18670979200397,179.18670979200397,179.18670979200397,179.18670979200397,179.18670979200397,180.87406029202975,space,1.6771972080459818,None,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,1,What was the color of seaweed in the scene?,"1.  Green-yellow
2. Reddish.
3. Dark green",2,Malbow,None,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,1.096820374019444,None,3,0,5.863734249025583,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,3,How did the ground look?,"1. Completely covered with rocks
 2. Mostly sandy with some rocks 
3. Covered with rocks except in the middle
4. Covered with rocks except on the sides",4,Malbow,None,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,1.8005753739271313,None,4,1,2.7931584579637274,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,3,,,,,,,,,180.88568175002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.87861037498806,180.87868983403314,180.87872008408885,180.88568175002,181.87349283404183,181.87429370905738,181.88271512498613,181.88271512498613,185.87295454205014,185.8729839590378,185.8774020000128,185.8774020000128,187.69053491705563,3,0,1.8005753739271313,None,187.7023749590153,187.7110712500289,187.7110712500289,0.01178958301898092,187.7110712500289,190.5065720420098,4,1,2.7931584579637274,None,,,,,,,,,,,,181.88271512498613,185.8774020000128,185.8774020000128,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,3,3,0,,,,,,,,,,,,,,,,,,,,,0,What material primarily covered the ground?,"1. Fine white sand
2. Pebbles and small rocks
3. Flat stone slabs",2,Malbow,None,stimuli/TESTscenes/UB_1.jpg,stimuli/TESTscenes/UB_2.jpg,3,0,2.345079915947281,None,2,1,2.4698976250365376,None,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,0,,,,,,,,,190.51748216699343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.50990475004073,190.50997079198714,190.50999791698996,190.51748216699343,191.50586545898113,191.50674095901195,191.51451187499333,191.51451187499333,195.50616566708777,195.5062066250248,195.51069424999878,195.51069424999878,197.85682462505065,3,0,2.345079915947281,None,197.8664106670767,197.8743387090508,197.8743387090508,0.009544958011247218,197.8743387090508,200.340961500071,2,1,2.4698976250365376,None,,,,,,,,,,,,191.51451187499333,195.51069424999878,195.51069424999878,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,0,200.353653667029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.3469183749985,200.353653667029,202.33992879197467,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,001,2026-03-24_10h45.15.300,TEST_training_task,,2025.2.4,None,2026-03-24 10h45.16.587173 +0100,
,,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.34260016703047,202.34270604199264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
